case k ax ay az nod lp_f lp_v cnt
sleep_50deg_20s 885 25 10490 -12525 0 12534 10532 257
sleep_50deg_20s 886 -57 10501 -12455 0 12524 10528 258
sleep_50deg_20s 887 -102 10539 -12611 0 12534 10529 259
sleep_50deg_20s 888 -9 10484 -12532 0 12533 10523 260
sleep_50deg_20s 889 55 10514 -12497 0 12528 10521 261
sleep_50deg_20s 890 -30 10595 -12563 0 12532 10530 262
sleep_50deg_20s 891 -102 10611 -12532 0 12532 10540 263
sleep_50deg_20s 892 -74 10487 -12523 0 12530 10533 264
sleep_50deg_20s 893 -14 10596 -12538 0 12531 10540 265
sleep_50deg_20s 894 62 10574 -12545 0 12532 10544 266
sleep_50deg_20s 895 -33 10458 -12486 0 12526 10533 267
sleep_50deg_20s 896 -62 10566 -12605 0 12535 10537 268
sleep_50deg_20s 897 21 10573 -12509 0 12531 10541 269
sleep_50deg_20s 898 -85 10540 -12513 0 12528 10540 270
sleep_50deg_20s 899 25 10485 -12510 0 12525 10533 271
sleep_50deg_20s 900 15 10511 -12605 0 12535 10530 272
sleep_50deg_20s 901 -9 10518 -12663 0 12551 10528 273
sleep_50deg_20s 902 80 10551 -12491 0 12543 10530 274
sleep_50deg_20s 903 5 10420 -12576 0 12547 10516 275
sleep_50deg_20s 904 -11 10550 -12601 0 12553 10520 276
sleep_50deg_20s 905 28 10526 -12538 0 12551 10520 277
sleep_50deg_20s 906 -69 10641 -12610 0 12558 10535 278
sleep_50deg_20s 907 -13 10504 -12538 0 12555 10531 279
sleep_50deg_20s 908 28 10474 -12447 0 12541 10523 280
sleep_50deg_20s 909 -10 10469 -12576 0 12545 10516 281
sleep_50deg_20s 910 -43 10446 -12514 0 12541 10507 282
sleep_50deg_20s 911 26 10570 -12602 0 12548 10514 283
sleep_50deg_20s 912 -18 10537 -12539 0 12546 10516 284
sleep_50deg_20s 913 59 10552 -12547 0 12546 10520 285
sleep_50deg_20s 914 120 10455 -12491 0 12539 10511 286
sleep_50deg_20s 915 83 10453 -12553 0 12540 10503 287
sleep_50deg_20s 916 36 10603 -12551 0 12541 10515 288
sleep_50deg_20s 917 52 10573 -12572 0 12544 10522 289
sleep_50deg_20s 918 18 10570 -12491 0 12537 10528 290
sleep_50deg_20s 919 -24 10555 -12495 0 12531 10531 291
sleep_50deg_20s 920 -48 10565 -12546 0 12532 10535 292
sleep_50deg_20s 921 -122 10631 -12459 0 12522 10547 293
sleep_50deg_20s 922 -39 10447 -12555 0 12526 10534 294
sleep_50deg_20s 923 17 10558 -12438 0 12515 10537 295
sleep_50deg_20s 924 -28 10564 -12452 0 12507 10540 296
sleep_50deg_20s 925 -75 10563 -12559 0 12513 10542 297
sleep_50deg_20s 926 -2 10470 -12557 0 12518 10533 298
sleep_50deg_20s 927 -22 10623 -12522 0 12518 10544 299
sleep_50deg_20s 928 110 10526 -12506 0 12516 10541 300
sleep_50deg_20s 929 54 10582 -12572 0 12523 10546 301
sleep_50deg_20s 930 -5 10577 -12543 0 12525 10549 302
sleep_50deg_20s 931 39 10531 -12672 0 12543 10546 303
sleep_50deg_20s 932 -39 10516 -12443 0 12530 10542 304
sleep_50deg_20s 933 6 10598 -12610 0 12540 10549 305
sleep_50deg_20s 934 -15 10554 -12575 0 12544 10549 306
sleep_50deg_20s 935 67 10516 -12574 0 12547 10544 307
sleep_50deg_20s 936 -44 10525 -12561 0 12548 10541 308
sleep_50deg_20s 937 -19 10582 -12526 0 12545 10546 309
sleep_50deg_20s 938 138 10571 -12556 0 12546 10549 310
sleep_50deg_20s 939 43 10440 -12419 0 12530 10535 311
sleep_50deg_20s 940 29 10540 -12571 0 12535 10535 312
sleep_50deg_20s 941 39 10579 -12541 0 12535 10540 313
sleep_50deg_20s 942 -37 10639 -12515 0 12532 10552 314
sleep_50deg_20s 943 41 10504 -12555 0 12534 10546 315
sleep_50deg_20s 944 39 10524 -12530 0 12533 10543 316
sleep_50deg_20s 945 -101 10544 -12533 0 12533 10543 317
sleep_50deg_20s 946 23 10521 -12572 0 12537 10540 318
sleep_50deg_20s 947 32 10535 -12421 0 12522 10539 319
sleep_50deg_20s 948 1 10526 -12514 0 12521 10537 320
sleep_50deg_20s 949 -116 10535 -12549 0 12524 10536 321
sleep_50deg_20s 950 -11 10492 -12582 0 12531 10530 322
sleep_50deg_20s 951 21 10504 -12578 0 12536 10526 323
sleep_50deg_20s 952 18 10572 -12541 0 12536 10531 324
sleep_50deg_20s 953 -41 10511 -12647 0 12549 10528 325
sleep_50deg_20s 954 -24 10570 -12536 0 12547 10533 326
sleep_50deg_20s 955 39 10578 -12519 0 12543 10538 327
sleep_50deg_20s 956 63 10564 -12530 0 12541 10541 328
sleep_50deg_20s 957 -29 10507 -12580 0 12545 10536 329
sleep_50deg_20s 958 -15 10504 -12584 0 12549 10532 330
sleep_50deg_20s 959 39 10547 -12483 0 12540 10533 331
sleep_50deg_20s 960 -49 10451 -12615 0 12549 10522 332
sleep_50deg_20s 961 93 10534 -12584 0 12553 10523 333
sleep_50deg_20s 962 12 10597 -12529 0 12550 10532 334
sleep_50deg_20s 963 12 10535 -12558 0 12551 10532 335
sleep_50deg_20s 964 43 10413 -12579 0 12554 10517 336
sleep_50deg_20s 965 67 10535 -12514 0 12549 10519 337
sleep_50deg_20s 966 -26 10545 -12599 0 12555 10522 338
sleep_50deg_20s 967 -92 10626 -12606 0 12561 10535 339
sleep_50deg_20s 968 41 10530 -12639 0 12570 10534 340
sleep_50deg_20s 969 14 10480 -12642 0 12579 10527 341
sleep_50deg_20s 970 -13 10553 -12577 0 12578 10530 342
sleep_50deg_20s 971 14 10640 -12591 0 12579 10543 343
sleep_50deg_20s 972 -19 10509 -12566 0 12577 10538 344
sleep_50deg_20s 973 -29 10578 -12565 0 12575 10543 345
sleep_50deg_20s 974 -15 10581 -12619 0 12580 10547 346
sleep_50deg_20s 975 -51 10576 -12533 0 12574 10550 347
sleep_50deg_20s 976 35 10474 -12583 0 12575 10540 348
sleep_50deg_20s 977 -46 10581 -12495 0 12565 10545 349
sleep_50deg_20s 978 85 10554 -12631 0 12573 10546 350
sleep_50deg_20s 979 -28 10573 -12500 0 12563 10549 351
sleep_50deg_20s 980 19 10629 -12548 0 12561 10559 352
sleep_50deg_20s 981 4 10575 -12634 0 12570 10561 353
sleep_50deg_20s 982 27 10634 -12584 0 12571 10570 354
sleep_50deg_20s 983 52 10521 -12556 0 12569 10563 355
sleep_50deg_20s 984 -19 10621 -12587 0 12571 10570 356
sleep_50deg_20s 985 -97 10486 -12632 0 12578 10559 357
sleep_50deg_20s 986 10 10609 -12489 0 12566 10565 358
sleep_50deg_20s 987 8 10573 -12573 0 12566 10566 359
sleep_50deg_20s 988 19 10455 -12541 0 12562 10552 360
sleep_50deg_20s 989 63 10486 -12591 0 12565 10543 361
sleep_50deg_20s 990 4 10499 -12576 0 12566 10537 362
sleep_50deg_20s 991 -46 10545 -12545 0 12563 10538 363
sleep_50deg_20s 992 36 10510 -12581 0 12565 10534 364
sleep_50deg_20s 993 75 10576 -12616 0 12571 10539 365
sleep_50deg_20s 994 -30 10501 -12537 0 12566 10534 366
sleep_50deg_20s 995 -32 10525 -12522 0 12560 10532 367
sleep_50deg_20s 996 -31 10453 -12529 0 12556 10522 368
sleep_50deg_20s 997 -36 10529 -12654 0 12568 10522 369
sleep_50deg_20s 998 34 10571 -12506 0 12560 10528 370
sleep_50deg_20s 999 -111 10486 -12485 0 12550 10522 371
sleep_50deg_20s 1000 25 10530 -12522 0 12546 10523 372
sleep_50deg_20s 1001 11 10548 -12489 0 12538 10526 373
sleep_50deg_20s 1002 102 10523 -12528 0 12536 10525 374
sleep_50deg_20s 1003 14 10537 -12592 0 12543 10526 375
sleep_50deg_20s 1004 -28 10570 -12452 0 12531 10531 376
sleep_50deg_20s 1005 -127 10533 -12525 0 12530 10531 377
sleep_50deg_20s 1006 -65 10534 -12552 0 12532 10531 378
sleep_50deg_20s 1007 26 10436 -12470 0 12524 10519 379
sleep_50deg_20s 1008 57 10495 -12536 0 12525 10516 380
sleep_50deg_20s 1009 -51 10569 -12595 0 12533 10522 381
sleep_50deg_20s 1010 -93 10594 -12540 0 12533 10531 382
sleep_50deg_20s 1011 29 10452 -12500 0 12528 10521 383
sleep_50deg_20s 1012 54 10556 -12531 0 12528 10525 384
sleep_50deg_20s 1013 89 10524 -12561 0 12532 10524 385
sleep_50deg_20s 1014 -12 10518 -12598 0 12540 10523 386
sleep_50deg_20s 1015 36 10551 -12441 0 12527 10526 387
sleep_50deg_20s 1016 -13 10544 -12515 0 12525 10528 388
sleep_50deg_20s 1017 -2 10478 -12470 0 12518 10521 389
sleep_50deg_20s 1018 35 10586 -12528 0 12519 10529 390
sleep_50deg_20s 1019 29 10531 -12541 0 12521 10529 391
sleep_50deg_20s 1020 23 10469 -12575 0 12527 10521 392
sleep_50deg_20s 1021 16 10559 -12496 0 12523 10525 393
sleep_50deg_20s 1022 -25 10506 -12496 0 12519 10522 394
sleep_50deg_20s 1023 -19 10610 -12639 0 12534 10533 395
sleep_50deg_20s 1024 -72 10486 -12556 0 12536 10527 396
sleep_50deg_20s 1025 -3 10573 -12546 0 12537 10532 397
sleep_50deg_20s 1026 -34 10568 -12530 0 12536 10536 398
sleep_50deg_20s 1027 121 10511 -12518 0 12533 10532 399
sleep_50deg_20s 1028 -8 10540 -12610 0 12542 10533 400
sleep_50deg_20s 1029 29 10557 -12564 0 12544 10536 401
sleep_50deg_20s 1030 -18 10536 -12621 0 12553 10536 402
sleep_50deg_20s 1031 -5 10556 -12525 0 12549 10538 403
sleep_50deg_20s 1032 -25 10562 -12583 0 12553 10541 404
sleep_50deg_20s 1033 47 10496 -12611 0 12560 10535 405
sleep_50deg_20s 1034 89 10553 -12557 0 12559 10537 406
sleep_50deg_20s 1035 120 10568 -12504 0 12552 10540 407
sleep_50deg_20s 1036 7 10564 -12508 0 12546 10543 408
sleep_50deg_20s 1037 23 10523 -12576 0 12549 10540 409
sleep_50deg_20s 1038 19 10488 -12492 0 12541 10533 410
sleep_50deg_20s 1039 -70 10485 -12609 0 12549 10527 411
sleep_50deg_20s 1040 -19 10527 -12625 0 12558 10527 412
sleep_50deg_20s 1041 84 10426 -12555 0 12557 10514 413
sleep_50deg_20s 1042 11 10598 -12584 0 12560 10524 414
sleep_50deg_20s 1043 48 10555 -12570 0 12561 10527 415
sleep_50deg_20s 1044 46 10545 -12569 0 12562 10529 416
sleep_50deg_20s 1045 -12 10527 -12548 0 12560 10528 417
sleep_50deg_20s 1046 -86 10518 -12554 0 12559 10526 418
sleep_50deg_20s 1047 10 10502 -12486 0 12549 10523 419
sleep_50deg_20s 1048 6 10530 -12529 0 12546 10523 420
sleep_50deg_20s 1049 65 10507 -12561 0 12547 10521 421
sleep_50deg_20s 1050 -12 10515 -12570 0 12549 10520 422
sleep_50deg_20s 1051 85 10577 -12576 0 12552 10527 423
sleep_50deg_20s 1052 -40 10603 -12508 0 12546 10536 424
sleep_50deg_20s 1053 31 10522 -12556 0 12547 10534 425
sleep_50deg_20s 1054 42 10516 -12542 0 12546 10531 426
sleep_50deg_20s 1055 6 10589 -12530 0 12544 10538 427
sleep_50deg_20s 1056 -58 10492 -12655 0 12557 10532 428
sleep_50deg_20s 1057 -17 10496 -12525 0 12553 10527 429
sleep_50deg_20s 1058 52 10513 -12545 0 12552 10525 430
sleep_50deg_20s 1059 12 10583 -12582 0 12555 10532 431
sleep_50deg_20s 1060 2 10554 -12488 0 12546 10534 432
sleep_50deg_20s 1061 -32 10501 -12518 0 12542 10529 433
sleep_50deg_20s 1062 77 10474 -12672 0 12558 10522 434
sleep_50deg_20s 1063 43 10489 -12587 0 12561 10517 435
sleep_50deg_20s 1064 -25 10605 -12538 0 12558 10528 436
sleep_50deg_20s 1065 -14 10490 -12550 0 12557 10523 437
sleep_50deg_20s 1066 82 10515 -12503 0 12550 10522 438
sleep_50deg_20s 1067 34 10573 -12590 0 12555 10528 439
sleep_50deg_20s 1068 125 10567 -12543 0 12553 10532 440
sleep_50deg_20s 1069 76 10550 -12480 0 12543 10534 441
sleep_50deg_20s 1070 -74 10576 -12615 0 12552 10539 442
sleep_50deg_20s 1071 114 10593 -12522 0 12548 10545 443
sleep_50deg_20s 1072 -33 10545 -12528 0 12545 10545 444
sleep_50deg_20s 1073 -40 10489 -12582 0 12549 10538 445
sleep_50deg_20s 1074 -17 10605 -12589 0 12554 10546 446
sleep_50deg_20s 1075 13 10515 -12504 0 12547 10542 447
sleep_50deg_20s 1076 39 10619 -12506 0 12541 10551 448
sleep_50deg_20s 1077 -7 10515 -12573 0 12545 10546 449
sleep_50deg_20s 1078 111 10558 -12581 0 12549 10547 450
sleep_50deg_20s 1079 20 10507 -12624 0 12558 10542 451
sleep_50deg_20s 1080 -26 10538 -12524 0 12553 10541 452
sleep_50deg_20s 1081 -38 10541 -12586 0 12557 10541 453
sleep_50deg_20s 1082 -30 10523 -12572 0 12558 10538 454
sleep_50deg_20s 1083 38 10467 -12481 0 12548 10529 455
sleep_50deg_20s 1084 -51 10552 -12565 0 12550 10531 456
sleep_50deg_20s 1085 36 10599 -12564 0 12551 10539 457
sleep_50deg_20s 1086 -29 10515 -12618 0 12559 10536 458
sleep_50deg_20s 1087 -47 10609 -12543 0 12557 10545 459
sleep_50deg_20s 1088 87 10546 -12546 0 12555 10545 460
sleep_50deg_20s 1089 5 10566 -12513 0 12549 10547 461
sleep_50deg_20s 1090 -20 10506 -12497 0 12542 10541 462
sleep_50deg_20s 1091 -42 10547 -12612 0 12550 10541 463
sleep_50deg_20s 1092 -2 10560 -12589 0 12554 10543 464
sleep_50deg_20s 1093 -45 10541 -12595 0 12559 10542 465
sleep_50deg_20s 1094 19 10524 -12534 0 12555 10539 466
sleep_50deg_20s 1095 -17 10564 -12562 0 12555 10542 467
sleep_50deg_20s 1096 -108 10417 -12502 0 12548 10526 468
sleep_50deg_20s 1097 -44 10488 -12542 0 12547 10521 469
sleep_50deg_20s 1098 26 10630 -12548 0 12547 10534 470
sleep_50deg_20s 1099 -33 10434 -12512 0 12542 10521 471
sleep_50deg_20s 1100 -55 10545 -12521 0 12539 10524 472
sleep_50deg_20s 1101 -31 10482 -12537 0 12538 10518 473
sleep_50deg_20s 1102 -68 10441 -12580 0 12543 10508 474
sleep_50deg_20s 1103 34 10546 -12602 0 12550 10512 475
sleep_50deg_20s 1104 -30 10597 -12529 0 12547 10522 476
sleep_50deg_20s 1105 56 10573 -12548 0 12547 10528 477
sleep_50deg_20s 1106 -35 10534 -12571 0 12550 10528 478
sleep_50deg_20s 1107 -100 10555 -12621 0 12558 10531 479
sleep_50deg_20s 1108 -57 10485 -12563 0 12558 10525 480
sleep_50deg_20s 1109 -15 10542 -12513 0 12552 10527 481
sleep_50deg_20s 1110 68 10537 -12615 0 12559 10528 482
sleep_50deg_20s 1111 39 10558 -12605 0 12564 10531 483
sleep_50deg_20s 1112 -27 10583 -12577 0 12565 10537 484
sleep_50deg_20s 1113 0 10506 -12487 0 12555 10533 485
sleep_50deg_20s 1114 88 10582 -12580 0 12558 10539 486
sleep_50deg_20s 1115 -22 10518 -12491 0 12549 10536 487
sleep_50deg_20s 1116 -1 10565 -12625 0 12558 10539 488
sleep_50deg_20s 1117 28 10630 -12554 0 12557 10550 489
sleep_50deg_20s 1118 -72 10533 -12512 0 12551 10547 490
sleep_50deg_20s 1119 56 10437 -12551 0 12551 10533 491
sleep_50deg_20s 1120 -9 10533 -12480 0 12542 10533 492
sleep_50deg_20s 1121 -2 10503 -12656 0 12556 10529 493
sleep_50deg_20s 1122 -56 10540 -12389 0 12535 10530 494
sleep_50deg_20s 1123 103 10537 -12529 0 12534 10530 495
sleep_50deg_20s 1124 -45 10549 -12533 0 12533 10532 496
sleep_50deg_20s 1125 14 10540 -12566 0 12537 10533 497
sleep_50deg_20s 1126 15 10497 -12501 0 12532 10528 498
sleep_50deg_20s 1127 26 10462 -12491 0 12526 10519 499
sleep_50deg_20s 1128 -50 10520 -12624 0 12538 10519 500
sleep_50deg_20s 1129 -58 10553 -12590 0 12544 10523 501
sleep_50deg_20s 1130 30 10559 -12594 0 12550 10527 502
sleep_50deg_20s 1131 -41 10523 -12475 0 12540 10526 503
sleep_50deg_20s 1132 -10 10519 -12515 0 12536 10525 504
sleep_50deg_20s 1133 -3 10515 -12551 0 12537 10523 505
sleep_50deg_20s 1134 5 10551 -12528 0 12535 10526 506
sleep_50deg_20s 1135 -9 10574 -12544 0 12536 10532 507
sleep_50deg_20s 1136 23 10462 -12463 0 12526 10523 508
sleep_50deg_20s 1137 -7 10567 -12491 0 12521 10528 509
sleep_50deg_20s 1138 3 10508 -12614 0 12532 10525 510
sleep_50deg_20s 1139 -46 10586 -12450 0 12521 10532 511
sleep_50deg_20s 1140 57 10489 -12517 0 12520 10526 512
sleep_50deg_20s 1141 28 10531 -12562 0 12525 10526 513
sleep_50deg_20s 1142 -81 10485 -12512 0 12523 10520 514
sleep_50deg_20s 1143 -112 10584 -12519 0 12522 10528 515
sleep_50deg_20s 1144 20 10550 -12522 0 12522 10530 516
sleep_50deg_20s 1145 45 10667 -12513 0 12520 10547 517
sleep_50deg_20s 1146 -11 10416 -12524 0 12520 10530 518
sleep_50deg_20s 1147 -46 10550 -12480 0 12515 10532 519
sleep_50deg_20s 1148 16 10507 -12493 0 12512 10528 520
sleep_50deg_20s 1149 30 10553 -12608 0 12524 10531 521
sleep_50deg_20s 1150 -70 10493 -12579 0 12530 10526 522
sleep_50deg_20s 1151 42 10514 -12532 0 12530 10524 523
sleep_50deg_20s 1152 45 10614 -12557 0 12533 10535 524
sleep_50deg_20s 1153 56 10484 -12529 0 12532 10528 525
sleep_50deg_20s 1154 3 10582 -12471 0 12524 10534 526
sleep_50deg_20s 1155 25 10593 -12447 0 12514 10541 527
sleep_50deg_20s 1156 56 10536 -12502 0 12512 10540 528
sleep_50deg_20s 1157 4 10521 -12526 0 12513 10537 529
sleep_50deg_20s 1158 -55 10587 -12532 0 12515 10543 530
sleep_50deg_20s 1159 -17 10600 -12594 0 12524 10550 531
sleep_50deg_20s 1160 -45 10582 -12501 0 12521 10554 532
sleep_50deg_20s 1161 -34 10517 -12542 0 12523 10549 533
sleep_50deg_20s 1162 70 10477 -12594 0 12531 10540 534
sleep_50deg_20s 1163 -57 10490 -12513 0 12528 10533 535
sleep_50deg_20s 1164 -11 10534 -12623 0 12539 10533 536
sleep_50deg_20s 1165 8 10517 -12558 0 12541 10531 537
sleep_50deg_20s 1166 95 10506 -12487 0 12534 10527 538
sleep_50deg_20s 1167 30 10559 -12546 0 12535 10531 539
sleep_50deg_20s 1168 -55 10565 -12609 0 12544 10535 540
sleep_50deg_20s 1169 -56 10558 -12518 0 12540 10537 541
sleep_50deg_20s 1170 -119 10541 -12566 0 12543 10537 542
sleep_50deg_20s 1171 86 10593 -12524 0 12540 10544 543
sleep_50deg_20s 1172 52 10540 -12582 0 12545 10543 544
sleep_50deg_20s 1173 -16 10484 -12591 0 12550 10535 545
sleep_50deg_20s 1174 -12 10492 -12641 0 12561 10529 546
sleep_50deg_20s 1175 -14 10467 -12572 0 12562 10521 547
sleep_50deg_20s 1176 14 10604 -12487 0 12552 10531 548
sleep_50deg_20s 1177 82 10527 -12633 0 12562 10530 549
sleep_50deg_20s 1178 -89 10512 -12536 1 12558 10527 50
sleep_50deg_20s 1179 -6 10470 -12442 0 12543 10519 51
sleep_50deg_20s 1180 -2 10517 -12520 0 12540 10518 52
sleep_50deg_20s 1181 -53 10464 -12551 0 12541 10511 53
sleep_50deg_20s 1182 -104 10549 -12529 0 12539 10515 54
sleep_50deg_20s 1183 -21 10533 -12573 0 12543 10517 55
sleep_50deg_20s 1184 -11 10553 -12568 0 12546 10521 56
sleep_50deg_20s 1185 -38 10645 -12545 0 12545 10536 57
sleep_50deg_20s 1186 -77 10481 -12510 0 12540 10529 58
sleep_50deg_20s 1187 -45 10547 -12533 0 12539 10531 59
sleep_50deg_20s 1188 -54 10548 -12481 0 12531 10533 60
sleep_50deg_20s 1189 11 10551 -12590 0 12538 10535 61
sleep_50deg_20s 1190 47 10477 -12542 0 12538 10527 62
sleep_50deg_20s 1191 -1 10587 -12515 0 12535 10534 63
sleep_50deg_20s 1192 -117 10519 -12560 0 12538 10532 64
sleep_50deg_20s 1193 37 10491 -12543 0 12538 10526 65
sleep_50deg_20s 1194 -18 10520 -12671 0 12554 10525 66
sleep_50deg_20s 1195 74 10553 -12476 0 12544 10528 67
sleep_50deg_20s 1196 -18 10530 -12557 0 12545 10528 68
sleep_50deg_20s 1197 6 10511 -12562 0 12547 10525 69
sleep_50deg_20s 1198 -25 10518 -12586 0 12551 10524 70
sleep_50deg_20s 1199 29 10457 -12518 0 12546 10515 71
sleep_50deg_20s 1200 29 10612 -12518 0 12542 10527 72
sleep_50deg_20s 1201 23 10537 -12555 0 12543 10528 73
sleep_50deg_20s 1202 -41 10504 -12593 0 12549 10525 74
sleep_50deg_20s 1203 -28 10541 -12596 0 12554 10527 75
sleep_50deg_20s 1204 20 10579 -12528 0 12550 10533 76
sleep_50deg_20s 1205 72 10603 -12465 0 12539 10541 77
sleep_50deg_20s 1206 -19 10537 -12449 0 12527 10540 78
sleep_50deg_20s 1207 2 10468 -12547 0 12529 10531 79
sleep_50deg_20s 1208 -74 10559 -12639 0 12542 10534 80
sleep_50deg_20s 1209 14 10541 -12596 0 12548 10534 81
sleep_50deg_20s 1210 15 10547 -12637 0 12559 10535 82
sleep_50deg_20s 1211 16 10474 -12599 0 12564 10527 83
sleep_50deg_20s 1212 -104 10461 -12595 0 12567 10518 84
sleep_50deg_20s 1213 44 10508 -12662 0 12578 10516 85
sleep_50deg_20s 1214 -64 10560 -12543 0 12573 10521 86
sleep_50deg_20s 1215 5 10489 -12547 0 12569 10517 87
sleep_50deg_20s 1216 -35 10559 -12524 0 12563 10522 88
sleep_50deg_20s 1217 50 10442 -12552 0 12561 10512 89
sleep_50deg_20s 1218 64 10519 -12594 0 12565 10512 90
sleep_50deg_20s 1219 -1 10503 -12522 0 12559 10510 91
sleep_50deg_20s 1220 -73 10486 -12526 0 12554 10507 92
sleep_50deg_20s 1221 21 10531 -12486 0 12545 10510 93
sleep_50deg_20s 1222 10 10505 -12618 0 12554 10509 94
sleep_50deg_20s 1223 -43 10565 -12461 0 12542 10516 95
sleep_50deg_20s 1224 48 10610 -12587 0 12547 10527 96
sleep_50deg_20s 1225 -33 10549 -12516 0 12543 10529 97
sleep_50deg_20s 1226 117 10569 -12573 0 12546 10534 98
sleep_50deg_20s 1227 41 10528 -12532 0 12544 10533 99
sleep_50deg_20s 1228 20 10584 -12571 0 12547 10539 100
sleep_50deg_20s 1229 57 10480 -12638 0 12558 10531 101
sleep_50deg_20s 1230 -53 10529 -12535 0 12555 10530 102
sleep_50deg_20s 1231 36 10604 -12458 0 12542 10539 103
sleep_50deg_20s 1232 78 10543 -12555 0 12543 10539 104
sleep_50deg_20s 1233 83 10577 -12501 0 12537 10543 105
sleep_50deg_20s 1234 -19 10553 -12509 0 12533 10544 106
sleep_50deg_20s 1235 62 10538 -12571 0 12537 10543 107
sleep_50deg_20s 1236 97 10543 -12587 0 12543 10543 108
sleep_50deg_20s 1237 -24 10525 -12505 0 12538 10540 109
sleep_50deg_20s 1238 -16 10531 -12566 0 12541 10538 110
sleep_50deg_20s 1239 -67 10450 -12538 0 12540 10527 111
sleep_50deg_20s 1240 -56 10520 -12534 0 12539 10526 112
sleep_50deg_20s 1241 37 10624 -12569 0 12542 10538 113
sleep_50deg_20s 1242 -35 10521 -12593 0 12548 10535 114
sleep_50deg_20s 1243 -4 10583 -12565 0 12550 10541 115
sleep_50deg_20s 1244 15 10594 -12414 0 12533 10547 116
sleep_50deg_20s 1245 -27 10595 -12488 0 12527 10553 117
sleep_50deg_20s 1246 4 10611 -12551 0 12530 10560 118
sleep_50deg_20s 1247 -3 10484 -12561 0 12533 10550 119
sleep_50deg_20s 1248 -47 10513 -12471 0 12525 10545 120
sleep_50deg_20s 1249 -53 10490 -12509 0 12523 10538 121
sleep_50deg_20s 1250 -54 10471 -12569 0 12528 10529 122
sleep_50deg_20s 1251 -54 10544 -12547 0 12530 10530 123
sleep_50deg_20s 1252 29 10521 -12531 0 12530 10528 124
sleep_50deg_20s 1253 -76 10493 -12577 0 12535 10523 125
sleep_50deg_20s 1254 -36 10601 -12515 0 12532 10532 126
sleep_50deg_20s 1255 -2 10535 -12493 0 12527 10532 127
sleep_50deg_20s 1256 -16 10572 -12674 0 12545 10537 128
sleep_50deg_20s 1257 -67 10572 -12554 0 12546 10541 129
sleep_50deg_20s 1258 -48 10562 -12548 0 12546 10543 130
sleep_50deg_20s 1259 55 10575 -12605 0 12553 10547 131
sleep_50deg_20s 1260 -1 10464 -12590 0 12557 10536 132
sleep_50deg_20s 1261 -15 10614 -12558 0 12557 10545 133
sleep_50deg_20s 1262 -83 10553 -12539 0 12554 10546 134
sleep_50deg_20s 1263 48 10579 -12584 0 12557 10550 135
sleep_50deg_20s 1264 57 10445 -12498 0 12549 10536 136
sleep_50deg_20s 1265 69 10565 -12520 0 12545 10539 137
sleep_50deg_20s 1266 34 10582 -12522 0 12542 10544 138
sleep_50deg_20s 1267 28 10543 -12498 0 12536 10543 139
sleep_50deg_20s 1268 -38 10512 -12478 0 12528 10539 140
sleep_50deg_20s 1269 -41 10552 -12655 0 12543 10540 141
sleep_50deg_20s 1270 46 10554 -12543 0 12543 10541 142
sleep_50deg_20s 1271 -42 10557 -12526 0 12540 10543 143
sleep_50deg_20s 1272 30 10412 -12575 0 12544 10526 144
sleep_50deg_20s 1273 -19 10586 -12514 0 12540 10533 145
sleep_50deg_20s 1274 23 10552 -12513 0 12536 10535 146
sleep_50deg_20s 1275 7 10527 -12627 0 12547 10534 147
sleep_50deg_20s 1276 62 10535 -12611 0 12555 10534 148
sleep_50deg_20s 1277 -10 10534 -12581 0 12558 10534 149
sleep_50deg_20s 1278 1 10604 -12637 0 12567 10542 150
sleep_50deg_20s 1279 128 10541 -12526 0 12561 10541 151
sleep_50deg_20s 1280 50 10535 -12564 0 12561 10540 152
sleep_50deg_20s 1281 148 10495 -12552 0 12559 10534 153
sleep_50deg_20s 1282 -31 10605 -12560 0 12559 10542 154
sleep_50deg_20s 1283 3 10469 -12532 0 12555 10532 155
sleep_50deg_20s 1284 -25 10513 -12531 0 12552 10529 156
sleep_50deg_20s 1285 -19 10467 -12503 0 12545 10521 157
sleep_50deg_20s 1286 45 10571 -12564 0 12547 10527 158
sleep_50deg_20s 1287 -33 10533 -12609 0 12554 10527 159
sleep_50deg_20s 1288 -57 10506 -12663 0 12567 10524 160
sleep_50deg_20s 1289 -114 10625 -12505 0 12559 10536 161
sleep_50deg_20s 1290 -6 10559 -12529 0 12555 10538 162
sleep_50deg_20s 1291 49 10538 -12534 0 12552 10538 163
sleep_50deg_20s 1292 -84 10561 -12518 0 12547 10540 164
sleep_50deg_20s 1293 -46 10506 -12541 0 12546 10535 165
sleep_50deg_20s 1294 7 10548 -12523 0 12543 10536 166
sleep_50deg_20s 1295 -85 10509 -12514 0 12539 10532 167
sleep_50deg_20s 1296 -20 10496 -12539 0 12539 10527 168
sleep_50deg_20s 1297 74 10470 -12620 0 12549 10519 169
sleep_50deg_20s 1298 24 10511 -12526 0 12546 10518 170
sleep_50deg_20s 1299 -59 10531 -12575 0 12549 10519 171
sleep_50deg_20s 1300 -158 10523 -12581 0 12553 10519 172
sleep_50deg_20s 1301 -43 10522 -12479 0 12543 10519 173
sleep_50deg_20s 1302 -72 10554 -12621 0 12552 10523 174
sleep_50deg_20s 1303 6 10630 -12553 0 12552 10536 175
sleep_50deg_20s 1304 -82 10533 -12559 0 12552 10535 176
